,Наименование ДП,Нематериальные активы,Основные средства,Внеоборотные активы,Дебиторская задолженность,Оборотные активы,Уставный капитал,Капитал и резервы,Заёмные средства (долгосрочные),Долгосрочные обязательства,Заёмные средства (краткосрочные),Кредиторская задолженность,Краткосрочные обязательства,Выручка,Себестоимость продаж,Прибыль (убыток) до налогообложения,Прибыль (убыток) от продажи,"Макс. ПДЗ за 2020 год, дней"
326,326,8280.254777070064,56369426.75159235,56398726.11464968,17120382.16560509,45343312.10191083,25477.70700636942,11057324.84076433,25988535.03184713,47875796.17834394,2932484.076433121,39876433.12101911,42808917.19745223,129952866.2420382,123747770.7006369,251592.3566878981,4466878.980891719,7
327,327,0.0,5505095.541401274,5505095.541401274,28518471.33757961,60432484.07643312,6369.426751592357,6197452.229299363,3184713.375796178,7073248.407643312,9133757.96178344,43533121.01910828,52666878.98089172,351520382.1656051,331598726.1146497,1636942.675159235,5448407.643312101,8
328,328,54140.12738853503,84056050.95541401,138284076.433121,159761783.4394904,275035031.8471338,636942.6751592356,134834394.9044586,0.0,1965605.095541401,38216560.50955414,238303184.7133757,276519745.22293,1239308917.197452,895210828.0254776,203077707.0063694,191915923.566879,4
329,329,636.9426751592356,3131601273.88535,3820689808.917197,489815286.6242038,836114649.6815287,59120382.16560509,3834291719.745223,0.0,245101273.8853503,0.0,548398726.1146497,577411464.9681529,2498920382.165605,1613582802.547771,392887898.089172,224137579.6178344,3
330,330,20382.16560509554,0.0,2143949.044585987,27579617.83439491,103077707.0063694,63694.26751592357,21510191.08280255,0.0,2539490.445859873,10769426.75159236,59842038.21656051,81171974.52229299,844372611.4649681,804019745.22293,-5915923.566878981,-7507006.369426751,0
331,331,24203.82165605096,785202547.7707006,2477180891.719745,8430973248.407643,11090366242.03822,19112101.91082802,4804635031.847134,2715691719.745223,2779128025.477707,2802530573.248407,3140201273.88535,5983784076.433121,8997013375.796179,6091626751.592357,988127388.5350318,1487712101.910828,13
332,332,0.0,264937579.6178344,267704458.5987261,654115923.5668789,1385296815.286624,159235668.7898089,229240127.3885351,83681528.66242038,154122929.9363057,9554140.127388537,1260084076.433121,1269638216.560509,3183294267.515924,3094321656.050956,64251592.3566879,88972611.46496814,16
333,333,1094267.515923567,123224203.821656,136256050.955414,508440764.3312102,1236455414.012739,15923.56687898089,792572611.4649681,2738853.503184713,2738853.503184713,41082165.60509554,518506369.4267516,577400000.0,2906155414.012739,2834126751.592357,22294904.45859873,32342038.21656051,86
334,334,0.0,181838853.5031847,181838853.5031847,373389171.9745223,1193192356.687898,9904458.598726114,179051592.3566879,509554140.1273885,509554140.1273885,350205095.5414013,336220382.1656051,686425477.7070063,3014813375.796178,2892642675.159235,63456687.89808917,122170700.6369427,14
335,335,0.0,3622929.936305733,3622929.936305733,20714649.68152866,57470700.63694267,12656050.95541401,37538853.50318471,0.0,0.0,3914649.681528662,19640764.33121019,23555414.01273885,303097452.2292994,268770063.6942675,4622292.993630573,2496178.343949045,2
336,336,0.0,9302547.770700635,9302547.770700635,96387261.14649682,155995541.4012739,6369.426751592357,49284713.37579618,0.0,0.0,42915923.56687898,73097452.22929937,116013375.7961783,475566878.9808917,453947770.7006369,9335031.847133758,14421656.05095541,4
337,337,0.0,31222292.99363057,45066242.03821656,386939490.4458599,945403184.7133758,22280254.77707006,300112101.910828,436050955.4140127,446654140.1273885,3531847.133757961,227722929.9363057,243703821.6560509,1019749044.585987,881050318.4713376,8961783.439490445,70392356.68789808,8
338,338,0.0,27247770.70063695,28046496.81528662,286020382.1656051,887131210.1910827,5732.484076433121,134117197.4522293,63694267.51592357,102498726.1146497,161977707.0063694,516584076.433121,678561783.4394904,1444340127.388535,1302426751.592357,21858598.72611465,57596178.34394904,55
339,339,15923.56687898089,173143949.044586,173602547.7707006,712469426.7515923,1160131210.191083,63694.26751592357,545257324.8407643,135777707.0063694,136627388.5350319,183291719.7452229,466796815.2866242,651849044.5859872,6092216560.509554,5890891082.802547,114612101.910828,134414649.6815287,0
340,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
341,341,0.0,1559872.611464968,1561783.439490446,10418471.33757962,23129936.30573248,25477.70700636942,8235031.847133758,4139490.445859872,4245222.929936306,4333757.961783439,7877707.006369427,12211464.96815287,110245222.9299363,104387898.089172,1630573.248407643,2087898.089171974,9
342,342,0.0,28818471.33757961,28818471.33757961,56528025.47770701,327873885.3503184,7643.312101910828,30238853.50318472,95541401.27388534,95541401.27388534,70063694.26751593,160848407.6433121,230912101.910828,1148822929.936306,1121461783.43949,6433121.01910828,13615286.62420382,11
343,343,0.0,49950318.47133758,55855414.01273885,64288535.03184713,150024203.821656,9443312.101910828,20361146.49681529,0.0,0.0,45897452.22929936,136284713.3757962,185518471.3375796,469345859.8726115,368965605.0955414,674522.2929936305,546496.8152866241,25
344,344,28025.47770700637,54777.07006369426,241401.2738853503,17120382.16560509,166429936.3057325,6369.426751592357,52426751.59235669,90132484.07643312,90132484.07643312,0.0,23318471.33757961,24112101.91082802,484759872.611465,434750318.4713376,5601273.885350319,13313375.79617834,12
345,345,1273.885350318471,20020382.16560509,20229299.36305732,20421656.05095541,74353503.18471338,1124840.76433121,59550318.47133758,0.0,379617.8343949045,8840127.388535032,21343312.10191083,34652866.24203821,301361146.4968153,242185350.3184713,6038853.503184713,13766242.03821656,167
346,346,12738.85350318471,271368152.8662421,802266242.0382165,141900000.0,991338853.5031848,21917834.39490446,1591633121.019108,0.0,162925477.7070064,0.0,31833757.96178344,39046496.81528662,747722292.9936305,758366878.9808917,-26964968.15286624,-17991719.74522293,0
347,347,0.0,362469426.7515923,426603184.7133758,2382182802.547771,5211519108.280254,191082.8025477707,660579617.8343949,0.0,0.0,2868152.866242038,4825368789.808917,4977542675.159235,14934018471.33758,12999187898.08917,486295541.4012738,441071337.5796178,0
348,348,102547.770700637,46342675.15923566,50866242.03821656,184641401.2738853,210793630.5732484,636942.6751592356,164877707.0063694,0.0,1767515.923566879,266242.0382165605,83841401.27388535,95014649.68152866,1074795541.401273,806833757.9617834,181020382.1656051,148058598.7261146,0
349,349,0.0,32843312.10191083,32844585.98726114,398722292.9936305,1056164331.210191,16929936.30573248,496583439.4904459,0.0,1872611.464968153,313360509.5541401,277192356.6878981,590552866.2420382,1492620382.165605,1241063057.324841,43628025.47770701,63712738.85350318,13
350,350,0.0,1368311464.968153,1379075159.235669,143175796.178344,335789808.9171975,131528662.4203822,1024489808.917198,0.0,581217197.4522293,0.0,80249681.52866241,109157961.7834395,2073064331.210191,426493630.5732484,1418949044.585987,1545682802.547771,0
351,351,7006.369426751592,113997452.2292994,123951592.3566879,626978343.9490446,1408537579.617834,10828.02547770701,696512101.910828,308917197.4522293,309682802.5477707,277800000.0,241219745.2229299,526294267.5159236,5770179617.834394,5387209554.140127,107687261.1464968,94397452.22929937,13
352,352,8819108.280254778,1168543312.101911,1459162420.382165,284612101.910828,1083613375.796178,1011791719.745223,1838373885.350318,0.0,60874522.29299363,0.0,599395541.4012738,643527388.5350318,4015173885.350318,2961925477.707006,308937579.6178344,278077707.0063694,1
353,353,0.0,19484713.37579618,19484713.37579618,46823566.87898089,72771337.57961783,407643.3121019108,3914012.738853503,58184713.37579618,58184713.37579618,13532484.07643312,16050318.47133758,30157324.84076433,331457324.8407643,291270700.6369427,775159.2356687898,3464968.152866242,7
354,354,0.0,25728662.42038216,25728662.42038216,9697452.229299365,90053503.18471338,318471.3375796178,20193630.57324841,59321019.10828025,59321019.10828025,15957961.78343949,20309554.14012739,36267515.92356688,226250955.4140128,208110828.0254777,3612738.853503184,9327388.535031848,82
355,355,0.0,638853.5031847133,638853.5031847133,42371337.57961784,69170700.63694267,6369.426751592357,215923.5668789809,7466242.03821656,7466242.03821656,0.0,62127388.53503185,62127388.53503185,98217834.39490443,93087261.14649682,335031.847133758,507643.3121019108,5
356,356,940959235.6687896,15035443949.04459,21606866878.98089,2090785987.261146,5984281528.66242,265923566.8789809,16882998089.17197,0.0,121615923.566879,9051074522.292994,1441991719.745223,10586534394.90446,15048104458.59873,4583643949.044586,10592700636.94268,10289552229.29936,8
357,357,3578396178.343949,105745259872.6115,120986856050.9554,52145921656.05096,56257801910.82803,4801266242.038217,129254732484.0764,7111180254.77707,26269142675.15924,0.0,19866164331.21019,21720782802.54777,154174549681.5287,139388267515.9236,6637575159.235668,11996945859.87261,38
358,358,70700.63694267516,1535668.789808917,52584713.37579618,941235031.8471338,1902819745.22293,31910828.02547771,301588535.0318471,135181528.6624204,135181528.6624204,710191082.8025477,808443312.1019108,1518634394.904458,7547655414.012738,6800048407.643312,100903184.7133758,94847770.70063694,6
359,359,0.0,12520382.16560509,16742675.15923567,37285987.26114649,220016560.5095541,636942.6751592356,186885350.3184713,0.0,148407.6433121019,28980891.71974522,20553503.18471337,49725477.70700637,818761146.4968152,729003821.6560509,56397452.22929936,58884076.43312102,0
360,360,914012.7388535033,215453503.1847134,230592993.6305732,163900000.0,251957961.7834395,63694267.51592357,81815286.62420382,0.0,2475796.178343949,221571974.522293,152173885.3503185,398259872.611465,653320382.1656051,588263057.3248408,-13340764.33121019,-11617197.4522293,1
361,361,0.0,956756687.8980892,1140441401.273885,2789211464.968153,3862077070.063694,594510191.0828025,-2071670063.694268,0.0,1182802.547770701,2478767515.923567,4026898089.171974,7073006369.426751,910595541.4012738,899961146.4968152,-41897452.22929936,10634394.9044586,0
362,362,7600636.942675159,5792862420.382165,7148162420.382165,420243949.0445859,1200415286.624204,636942.6751592356,4370886624.203821,0.0,336814012.7388535,2770907643.312102,810615286.6242038,3640877070.063694,1778764331.210191,1861889808.917197,5480779617.834394,-348184713.3757961,0
363,363,0.0,9658036942.67516,10003510828.02548,354694267.5159236,3229923566.878981,318471337.5796178,1081163057.324841,5723282165.605095,6425207643.312101,1889494904.458598,3795331210.191082,5727063694.267516,17916828025.47771,16771510828.02548,-591206369.4267516,-494266878.9808917,0
364,364,0.0,2336706369.426752,6511452229.299363,4733047133.757961,11436017197.45223,6369426.751592357,10718047770.70064,0.0,646232484.0764331,0.0,6368850955.414013,6583189171.974522,10804004458.59873,7944757324.840764,2704250955.414012,2445728025.477707,489
365,365,0.0,2325689171.974522,2876804458.598726,12376203821.65605,13447560509.55414,71678343.94904459,11508835031.84713,3529019108.280255,3986519108.280255,515813375.7961784,241054777.0700637,829010828.0254776,5212451592.356688,1484213375.796178,3081511464.968153,3063566242.038217,0
366,366,13756050.95541401,884444585.987261,1180221019.10828,5041301273.88535,9776850318.471336,1328025.477707007,5216525477.707006,0.0,33771974.52229299,0.0,5339089808.917197,5706773885.350318,37731440764.33121,27624746496.81528,2279707006.369427,2401439490.44586,3
367,367,0.0,419108.2802547771,444585.9872611465,455323566.8789809,683792993.6305733,235000636.9426752,270383439.4904459,0.0,1273.885350318471,178329299.3630573,232620382.1656051,413852866.2420382,3058101910.828025,2825831210.191082,7544585.987261146,69698726.11464968,10
368,368,0.0,9771337.579617834,9771337.579617834,100967515.9235669,121809554.1401274,6369.426751592357,61865605.0955414,0.0,0.0,0.0,68935668.78980891,69715286.62420382,533207006.3694267,514109554.1401274,-74208917.19745223,19097452.22929936,17
369,369,1101910.828025478,2534274522.292993,15241517834.3949,32665185987.26115,84789566242.03821,25165605.0955414,14199966242.03822,34015035668.78981,45716340127.38853,11374356050.95541,25861154777.07006,40114777707.00637,49234550955.41401,44321720382.1656,1133975159.235669,364525477.7070064,12
370,370,28662.4203821656,26075159.23566879,31068152.86624204,236996178.343949,379761783.4394904,3190445.859872611,29593630.57324841,0.0,11550955.41401274,17091719.74522293,343605732.4840764,369685350.3184713,514992993.6305732,414259872.611465,14012.73885350318,25557961.78343949,441
371,371,41401.27388535032,14398726.11464968,14440127.38853503,101275159.2356688,191678343.9490446,7643.312101910828,134527388.5350319,0.0,0.0,15923566.87898089,55667515.92356688,71591082.80254777,841052866.2420381,692960509.5541401,11220382.16560509,10110191.08280255,0
372,372,0.0,3251592.356687898,3252866.242038216,3087261.146496815,9973248.407643313,6369.426751592357,2437579.617834395,0.0,246496.8152866242,5638853.503184713,4903184.713375796,10542038.21656051,72691082.80254777,62298726.11464968,2572611.464968153,3890445.859872611,16
373,373,0.0,85935031.84713376,88480254.77707006,76647770.70063694,208914012.7388535,19108280.25477707,238803821.6560509,0.0,0.0,0.0,51044585.98726115,58590445.85987261,433692356.6878981,361676433.1210191,21939490.44585987,-4775159.23566879,1
374,374,0.0,98738853.5031847,99641401.27388534,36942675.15923566,118447770.7006369,6369.426751592357,142800636.9426751,0.0,2083439.49044586,0.0,73042675.15923567,73205095.54140127,375891082.8025478,271196178.343949,61590445.85987261,62334394.9044586,4
375,375,90049681.52866241,5252080891.719745,9274431847.13376,3326781528.66242,6934187261.146497,937292993.6305732,12912321019.10828,0.0,1505192356.687898,0.0,1465328025.477707,1791105732.484076,13175537579.61783,6165694267.515924,5544456050.955414,5648280891.719745,0
376,376,200602547.7707006,2060671337.579617,4268711464.968153,909963057.3248408,6187476433.121018,1687910828.025478,8454735668.789808,0.0,373935031.8471338,1149778343.949044,389901273.8853503,1627517197.452229,3488864331.210191,3640812738.853503,-459347770.7006369,-373998089.1719745,0
377,377,0.0,306924840.7643312,314243312.1019108,485233757.9617834,1227782802.547771,63694.26751592357,241075159.2356688,245378980.8917197,245378980.8917197,101489808.9171974,953226751.5923568,1055571974.522293,4463922929.936306,4283729936.305732,22584076.43312101,32386624.20382165,39
378,378,0.0,33324203.82165605,40028662.42038216,165709554.1401274,855891082.8025477,37579.6178343949,365942675.1592357,400984713.3757961,401082165.6050955,6369426.751592357,121886624.2038216,128894904.4585987,922545859.8726114,765375796.1783439,26703184.7133758,77489171.9745223,5
379,379,0.0,8298726.114649681,8298726.114649681,4377707.006369427,28398089.17197452,63694.26751592357,14452866.24203822,138216.5605095541,138216.5605095541,13440127.38853503,8665605.0955414,22105732.48407644,125880891.7197452,125445859.8726115,-1602547.770700637,435031.847133758,4
380,380,0.0,64424840.76433121,64424840.76433121,47471337.57961784,644971337.5796179,4458.598726114649,547694267.5159235,0.0,109554.1401273885,0.0,161592356.6878981,161592356.6878981,1050324203.821656,773182802.5477706,86077707.00636943,90977070.06369428,0
381,381,0.0,61879617.8343949,63276433.1210191,14645859.87261146,43216560.50955414,3121019.108280255,35846496.81528662,46027388.53503185,46027388.53503185,74522.29299363057,24328662.42038216,24618471.33757961,306344585.9872611,280956050.955414,1042038.21656051,7138216.560509554,37
382,382,0.0,8052229.299363057,8061146.496815287,66979617.8343949,208196815.2866242,7643.312101910828,46384713.37579618,37308280.25477707,37655414.01273885,97651592.35668787,33412101.91082802,132217834.3949044,530891082.8025478,519957961.7834395,19771337.57961783,1487898.089171974,19
383,383,729433757.9617834,1733934394.904458,2913857961.783439,2952797452.229299,6961589171.974522,557324840.7643312,1754322929.936306,651854777.0700637,859346496.8152866,4070620382.165605,3104646496.815287,7261777707.00637,5453449044.585987,4952005732.484076,85247133.75796178,472359872.611465,11
384,384,1703821.656050955,24312101.91082802,25321019.10828025,653131210.1910828,1083696815.286624,6369426.751592357,235647770.7006369,0.0,490445.8598726115,62420.38216560509,872817197.4522293,872879617.8343948,3477499363.057325,3201985350.318471,69511464.96815287,110622292.9936306,205
385,385,0.0,3362420.382165605,3363057.324840764,18323566.87898089,36724840.76433121,25477.70700636942,3092993.630573248,5059872.611464968,5059872.611464968,3687261.146496815,28247770.70063695,31935031.84713376,221340127.3885351,180974522.2929936,4005095.541401274,7765605.095541401,8
386,386,0.0,654777.0700636943,654777.0700636943,16008280.25477707,79257324.84076433,0.0,6949681.52866242,0.0,5732.484076433121,46487261.14649681,26468152.86624204,72956687.89808917,72429299.36305732,71432484.07643312,459872.6114649681,996815.2866242038,5
387,387,0.0,30461783.43949044,30461783.43949044,12350318.47133758,36599363.05732484,12738.85350318471,20315286.62420382,29326751.59235669,29326751.59235669,0.0,17419108.28025478,17419108.28025478,158392356.6878981,135180891.7197452,2717834.394904458,1044585.987261146,7
388,388,0.0,42043949.04458599,42085350.31847133,142550955.4140127,316414012.7388535,63694.26751592357,120844585.9872612,0.0,1764968.152866242,76168152.86624204,159721656.0509554,235889808.9171974,583735031.8471338,421319108.2802548,72319108.28025478,96172611.46496814,11
389,389,0.0,2024840.76433121,2024840.76433121,19601273.88535032,22646496.81528662,0.0,5769426.751592357,4338216.560509554,5497452.229299363,2639490.445859873,10764968.15286624,13404458.59872611,211161146.4968153,208098089.1719745,2195541.401273885,3063057.324840764,5
390,390,0.0,28110191.08280255,35416560.50955414,30550955.41401274,85542675.15923567,5095.541401273885,29352866.24203822,5089171.974522293,5089171.974522293,0.0,86517197.45222929,86517197.45222929,146904458.5987261,139272611.4649681,7631847.133757962,7631847.133757962,18
391,391,0.0,117564968.1528662,118003184.7133758,75693630.5732484,251725477.7070064,14012738.85350318,73427388.53503184,51916560.50955414,130107006.3694267,49374522.29299363,114429936.3057325,166194267.5159236,935126114.6496814,686750318.4713376,16340764.33121019,11724840.76433121,16
392,392,22833121.01910828,51517197.4522293,75717834.39490445,118803821.656051,281709554.1401274,4970700.636942675,68547770.70063694,188057324.8407643,192317834.3949045,0.0,96561783.43949044,96561783.43949044,1053743312.101911,964547133.7579618,7796815.286624203,41641401.27388535,19
393,393,146496.8152866242,108554777.0700637,127764968.1528662,130326114.6496815,379288535.0318471,636942.6751592356,266895541.4012739,31847133.75796178,31847133.75796178,28025477.70700637,164881528.6624204,208310828.0254777,1519102547.770701,1294616560.509554,149061146.4968153,141550318.4713376,0
394,394,0.0,333757.9617834395,333757.9617834395,3407643.312101911,8854140.127388535,6369.426751592357,6771974.522292993,0.0,0.0,0.0,2415923.566878981,2415923.566878981,34966878.98089172,30131847.13375796,1557324.840764331,1629936.305732484,0
395,395,0.0,133824203.821656,146410191.0828025,85994904.45859872,151719745.2229299,6369.426751592357,140838853.5031847,96496815.2866242,96496815.2866242,0.0,60794267.51592357,60794267.51592357,411894904.4585987,328087261.1464968,9575796.178343948,14556687.89808917,60
396,396,0.0,38320382.16560509,63286624.20382165,76912738.85350318,101071974.522293,6369.426751592357,21157324.84076433,30814649.68152866,30814649.68152866,37542675.15923566,74843949.04458599,112386624.2038216,307114649.6815286,271207643.3121019,2589808.917197452,3161783.439490446,0
397,397,0.0,0.0,0.0,162420.3821656051,23192993.63057325,5095.541401273885,8092356.687898089,0.0,0.0,0.0,15100636.94267516,15100636.94267516,41859235.66878981,37913375.79617834,645859.8726114649,695541.4012738853,39
398,398,0.0,269426.7515923567,269426.7515923567,8463057.324840764,39944585.98726115,15286.62420382166,38307006.36942675,0.0,0.0,0.0,1907006.369426752,1907006.369426752,51945859.87261146,42235668.78980891,12413375.79617834,6914012.738853503,0
399,399,21019.10828025477,63266878.98089172,63287898.08917197,62310191.08280255,189899363.0573248,6369.426751592357,55639490.44585987,101657961.7834395,159780254.77707,0.0,37766878.98089172,37766878.98089172,475998726.1146497,449761783.4394904,3684076.433121019,10100636.94267516,3
400,400,45222.92993630573,935519745.22293,937630573.2484076,211327388.5350318,1069661146.496815,86273885.35031846,534230573.2484076,501631847.133758,508456050.955414,0.0,920587261.1464968,964605095.5414011,2133464968.152866,1898900636.942675,53254777.0700637,83909554.14012739,23
401,401,636.9426751592356,274359235.6687898,336388535.0318471,1275349681.528662,2346464331.210191,1873885.350318471,345388535.0318471,0.0,72585350.31847133,268544585.9872611,1863537579.617834,2264878980.89172,1659582802.547771,1332300636.942675,14107643.31210191,114497452.2292994,0
402,402,0.0,1500636.942675159,1500636.942675159,13845859.87261146,26180891.71974522,0.0,17824203.82165605,0.0,0.0,2414012.738853503,7443312.101910828,9857324.84076433,109735031.8471338,109194904.4585987,303821.6560509554,540127.3885350318,4
403,403,131847.1337579618,2352229.299363057,2484076.433121019,10179617.8343949,48624203.82165605,6369.426751592357,13916560.50955414,34220382.16560509,34220382.16560509,1710828.025477707,1260509.554140127,2971337.579617834,231209554.1401274,229678980.8917197,1435031.847133758,1530573.248407643,5
404,404,0.0,173773248.4076433,174417834.3949045,683306369.4267516,957694267.5159236,640127.3885350318,181060509.5541401,0.0,33121.01910828026,367889808.9171975,579277707.0063694,951018471.3375796,3977550318.471337,3549466242.038217,193523566.8789809,200704458.5987261,4
405,405,0.0,9891082.80254777,9891082.80254777,326114.6496815286,25090445.85987261,6369.426751592357,3628662.420382165,0.0,0.0,11410828.02547771,19942038.21656051,31352866.24203822,181240127.3885351,176052866.2420382,4214012.738853503,5187261.146496815,51
406,406,0.0,17950955.41401274,17950955.41401274,25744585.98726114,187008280.2547771,0.0,93300636.94267516,28928025.47770701,28942675.15923567,10671337.57961783,72044585.98726115,82715923.56687897,485587898.089172,459031210.1910828,25657961.78343949,26556687.89808917,19
407,407,255849044.5859872,70496178.34394903,398326114.6496815,371554140.1273885,882459872.611465,248407643.3121019,550807643.3121018,0.0,10894267.51592357,127396815.2866242,538750955.4140127,719084076.433121,826943949.044586,749615286.6242038,14401910.82802548,-49359872.61146497,193
408,408,1084713.375796178,141044585.9872611,274084713.3757961,102503184.7133758,249828662.4203821,3821.656050955414,211519745.2229299,27162420.3821656,28442675.15923567,152678980.8917197,129794267.5159236,283950955.4140128,204866242.0382166,189608917.1974522,-10329936.30573248,-27294904.45859873,54
409,409,0.0,55128025.47770701,55128025.47770701,103480254.7770701,216926751.5923567,1592356.687898089,89243312.10191083,5095541.401273885,5095541.401273885,0.0,177715286.6242038,177715286.6242038,586021656.0509554,557994904.4585987,23797452.22929936,28026751.59235669,0
410,410,0.0,2275159.23566879,2332484.076433121,2110828.025477707,9712101.910828026,6369.426751592357,10493630.57324841,354140.127388535,383439.4904458599,0.0,1167515.923566879,1167515.923566879,44401273.88535032,35878343.94904459,1398089.171974522,1430573.248407643,0
411,411,0.0,53966878.98089172,68672611.46496814,639016560.5095541,1259894267.515924,3184713.375796178,209887898.089172,0.0,14981528.66242038,0.0,1097766878.980892,1103697452.229299,1032082165.605096,982559872.611465,42229936.30573248,12852866.24203822,0
412,412,34889808.91719745,1350303821.656051,2195111464.968153,5255055414.012738,8246504458.598725,544114012.7388535,1549431847.133758,0.0,194924840.7643312,0.0,8150181528.66242,8697259235.668789,3302349044.585987,2222005095.541401,488068789.8089172,781175796.1783439,1
413,413,412738.8535031847,3448556050.955414,6395975159.235668,18527737579.61783,27533542675.15924,1821656.050955414,1563171337.579618,2834394904.458599,5366440127.388535,7202791082.802547,19432373248.40764,26999906369.42675,30335403821.65605,27779034394.90446,29175159.23566879,1332492356.687898,0
414,414,234155414.0127389,6061486624.203821,9157288535.031849,11169992993.63057,23455703821.65605,3927243949.044586,14515545859.87261,0.0,8201137579.617834,2078101273.88535,6938933757.961783,9896308917.197453,14192429936.30573,9897873885.35032,3331700000.0,3760803821.65605,31
415,415,0.0,1301910.828025478,3315286.624203822,123393630.5732484,214481528.6624204,6369.426751592357,167044585.9872611,0.0,789808.9171974522,0.0,48651592.3566879,49962420.3821656,1565587898.089172,1440875796.178344,25433757.96178344,38513375.79617834,0
416,416,38216.56050955414,235031.847133758,273248.4076433121,5091719.74522293,26347133.75796178,1808917.197452229,21028025.47770701,0.0,0.0,29299.36305732484,5561146.496815287,5592356.687898089,29603821.65605096,29274522.29299363,20382.16560509554,329299.3630573248,0
417,417,0.0,373262420.3821656,1792725477.707006,633849681.5286624,2503459235.66879,97994904.45859872,3144831210.191082,0.0,613189808.9171975,0.0,526235031.8471338,538163694.2675159,616352866.2420382,325768789.8089172,252047133.7579617,228912738.8535032,0
418,418,0.0,4152866.242038216,4152866.242038216,4400636.942675159,15615923.56687898,0.0,6694904.458598725,2719745.222929936,2719745.222929936,1259235.668789809,9094904.458598724,10354140.12738854,68049681.52866241,66521019.10828025,867515.9235668789,1528662.420382166,17
419,419,0.0,8590445.859872611,8590445.859872611,67027388.53503185,236069426.7515924,6369.426751592357,10585350.31847134,0.0,0.0,1312101.910828025,232761783.4394904,234073885.3503185,223771974.522293,203620382.1656051,1234394.904458599,1207643.312101911,0
420,420,0.0,5224203.821656051,5224203.821656051,10389808.91719745,49209554.14012738,6369.426751592357,5017197.4522293,9886624.203821655,9886624.203821655,1266242.03821656,38263694.26751592,39529936.30573248,84704458.59872611,70522929.93630573,558598.7261146497,2919745.222929936,0
421,421,3184.713375796178,2649044.585987261,3859872.611464968,136022292.9936306,159751592.3566879,5095.541401273885,149233121.0191083,0.0,75796.17834394904,0.0,11282165.60509554,14302547.77070064,205065605.0955414,190675159.2356688,12950318.47133758,13139490.44585987,3
422,422,0.0,440905095.5414013,472805732.4840765,3611500000.0,10499189171.97452,6369.426751592357,372324840.7643312,62101910.82802548,251921019.1082802,47575796.17834394,10300173248.40764,10347749044.58599,11077145222.92994,9082321656.050957,108391082.8025478,439900636.9426751,0
423,423,0.0,1271776433.121019,1330391082.802548,200320382.1656051,701388535.0318471,636942675.1592356,1374294267.515924,599205095.5414013,601152866.2420382,0.0,50659872.61146497,56332484.07643312,662695541.4012738,666805095.5414013,-20095541.40127388,-18568789.8089172,3
424,424,0.0,2686367515.923567,2686650318.471337,3898138853.503185,4845805095.541401,326114649.6815286,717987898.089172,2115952866.242038,2183626114.649682,517666878.9808917,4113174522.292994,4630841401.273885,13162663057.32484,13040614649.68153,186423566.8789809,58212101.91082802,34
425,425,203184.7133757962,15712101.91082802,15915286.62420382,60480254.77707006,166529936.3057325,31847133.75796178,48529299.36305732,56777070.06369427,57976433.1210191,0.0,75939490.44585986,75939490.44585986,350820382.1656051,259988535.0318471,836942.6751592356,14584713.37579618,0
426,426,0.0,48150955.41401274,48150955.41401274,349673248.4076433,502592993.6305732,955414.0127388536,6407643.312101911,33745222.9299363,33745222.9299363,0.0,510591082.8025478,510591082.8025478,1734202547.7707,1640626751.592357,1835031.847133757,4001910.828025477,0
427,427,0.0,173532484.0764331,236110191.0828025,39405732.48407643,97216560.50955412,17673885.35031847,70273248.4076433,182507643.3121019,188460509.5541401,2215286.624203822,67164968.15286624,74592993.63057324,355615286.6242038,245738216.5605096,19264331.21019108,38355414.01273885,16
428,428,1924203.821656051,57143949.04458599,67729936.30573249,91162420.3821656,204140127.3885351,6369426.751592357,78249681.52866241,73704458.59872611,75742675.15923567,22310828.02547771,93478343.9490446,117877707.0063694,455230573.2484076,375414649.6815286,23959872.61146497,13712101.91082802,0
429,429,0.0,19554140.12738853,19592356.68789809,9226751.592356687,128335668.7898089,0.0,32114012.7388535,0.0,0.0,34764968.15286624,81049044.58598725,115814012.7388535,188781528.6624204,186958598.7261146,8438216.560509553,1822929.936305732,0
430,430,0.0,97258598.72611465,105021019.1082803,106110828.0254777,438640764.3312102,1239490.445859873,77316560.50955413,0.0,18430573.24840764,115438853.5031847,332475796.178344,447914649.6815286,641226114.6496814,608050318.4713376,11450955.41401274,33174522.29299363,21
431,431,0.0,14374522.29299363,14374522.29299363,16474522.29299363,39356050.95541401,127388.5350318471,20546496.81528663,0.0,0.0,0.0,33184076.43312101,33184076.43312101,284724840.7643312,210133757.9617834,9474522.29299363,6284076.433121019,0
432,432,964331.2101910828,30658598.72611465,33214012.7388535,206367515.9235669,291778343.9490446,6369.426751592357,58705095.54140128,0.0,0.0,139678980.8917197,62456687.89808917,266287261.1464968,436889171.9745223,350679617.8343949,32117197.4522293,47750318.47133758,18
433,433,0.0,4310191.082802547,4310191.082802547,520435031.8471338,854673248.4076433,63694.26751592357,192496815.2866242,3184713.375796178,3184713.375796178,132484.076433121,663169426.7515923,663301910.8280255,1622625477.707006,1463855414.012739,145181528.6624204,62561146.49681529,21
434,434,0.0,351785987.2611465,448824840.7643312,36473248.40764331,271073885.3503184,3821656.050955414,639501910.8280255,0.0,5354777.070063694,0.0,71707643.3121019,75042038.21656051,345943312.1019108,266992993.6305732,58270063.69426751,51329936.30573248,0
