,Наименование ДП,"2018, Нематериальные активы","2019, Нематериальные активы","2020, Нематериальные активы","2018, Основные средства ","2019, Основные средства ","2020, Основные средства ","2018, Внеоборотные активы","2019, Внеоборотные активы","2020, Внеоборотные активы","2018, Дебиторская задолженность","2019, Дебиторская задолженность","2020, Дебиторская задолженность","2018, Оборотные активы","2019, Оборотные активы","2020, Оборотные активы","2018, Уставный капитал ","2019, Уставный капитал ","2020, Уставный капитал ","2018, Капитал и резервы","2019, Капитал и резервы","2020, Капитал и резервы","2018, Заёмные средства (долгосрочные)","2019, Заёмные средства (долгосрочные)","2020, Заёмные средства (долгосрочные)","2018, Долгосрочные обязательства","2019, Долгосрочные обязательства","2020, Долгосрочные обязательства","2018, Заёмные средства (краткосрочные)","2019, Заёмные средства (краткосрочные)","2020, Заёмные средства (краткосрочные)","2018, Кредиторская задолженность","2019, Кредиторская задолженность","2020, Кредиторская задолженность","2018, Краткосрочные обязательства","2019, Краткосрочные обязательства","2020, Краткосрочные обязательства","2018, Выручка","2019, Выручка","2020, Выручка","2018, Себестоимость продаж","2019, Себестоимость продаж","2020, Себестоимость продаж","2018, Прибыль (убыток) до налогообложения ","2019, Прибыль (убыток) до налогообложения ","2020, Прибыль (убыток) до налогообложения ","2018, Прибыль (убыток) от продажи","2019, Прибыль (убыток) от продажи","2020, Прибыль (убыток) от продажи"
236,384,2096815.286624204,1703821.656050955,1310828.025477707,9782165.60509554,24312101.91082802,44934394.9044586,11396815.2866242,25321019.10828025,46443949.04458599,404621656.0509554,653131210.1910828,549003821.6560509,1183832484.076433,1083696815.286624,944580891.7197452,6369426.751592357,6369426.751592357,6369426.751592357,170349681.5286624,235647770.7006369,245794904.4585987,0.0,0.0,0.0,-196815.2866242038,490445.8598726115,1617197.452229299,201920382.1656051,62420.38216560509,0.0,823156050.9554139,872817197.4522293,743612738.8535031,1025076433.121019,872879617.8343948,743612738.8535031,2083396815.286624,3477499363.057325,2770319108.280255,1841644585.987261,3201985350.318471,2575832484.076433,50997452.22929936,69511464.96815287,12566242.03821656,128271337.5796178,110622292.9936306,25681528.66242038
237,385,0.0,0.0,264968.152866242,3633757.961783439,3362420.382165605,4050318.47133758,3634394.904458599,3363057.324840764,5311464.968152866,15799363.05732484,18323566.87898089,11038216.56050955,39264331.21019108,36724840.76433121,36068789.80891719,25477.70700636943,25477.70700636943,25477.70700636943,4836942.675159235,3092993.630573248,4587898.089171974,7376433.121019108,5059872.611464968,4798726.114649681,7376433.121019108,5059872.611464968,4798726.114649681,7376433.121019108,3687261.146496815,3828025.477707006,23308917.19745223,28247770.70063694,28165605.0955414,30685350.31847133,31935031.84713376,31993630.57324841,204426751.5923567,221340127.388535,209140764.3312102,168333757.9617834,180974522.2929936,168160509.5541401,3814012.738853503,4005095.541401274,6102547.770700636,6264968.152866242,7765605.095541401,7033757.961783439
238,386,0.0,0.0,0.0,284076.4331210191,654777.0700636943,1459872.611464968,334394.9044585987,654777.0700636943,1459872.611464968,26050318.47133758,16008280.25477707,5240127.388535032,54106369.42675159,79257324.84076433,21963057.32484076,0.0,0.0,0.0,6582165.605095541,6949681.52866242,7243949.044585987,-21019.10828025478,0.0,0.0,-3821.656050955414,5732.484076433121,0.0,31709554.14012739,46487261.14649681,5726751.592356687,16150318.47133758,26468152.86624204,10452229.29936306,47861146.49681529,72956687.89808917,16178980.89171975,61759235.6687898,72429299.36305732,94300636.94267516,60411464.96815287,71432484.07643312,92463057.32484075,315923.5668789809,459872.6114649681,724203.821656051,1347770.700636943,996815.2866242038,1837579.617834395
239,387,0.0,0.0,0.0,32872611.46496815,30461783.43949044,31906369.42675159,32872611.46496815,30461783.43949044,31906369.42675159,10896178.34394904,12350318.47133758,22594904.45859873,27978980.89171974,36599363.05732484,40092356.68789808,12738.85350318471,12738.85350318471,12738.85350318471,18231210.1910828,20315286.62420382,22876433.12101911,25408917.19745223,29326751.59235669,35785987.26114649,25408917.19745223,29326751.59235669,35785987.26114649,162420.3821656051,0.0,573248.4076433121,17049044.58598726,17419108.28025478,12763694.26751592,17211464.96815287,17419108.28025478,13336942.67515923,145980254.77707,158392356.6878981,160650955.4140127,129016560.5095541,135180891.7197452,144375159.2356688,3745222.929936306,2717834.394904458,3252229.299363057,-814012.7388535031,1044585.987261146,3249044.585987261
240,389,0.0,0.0,0.0,0.0,2024840.76433121,1147133.757961783,0.0,2024840.76433121,1147133.757961783,19138853.50318471,19601273.88535032,29780891.71974522,31929299.36305732,22646496.81528662,40833121.01910828,0.0,0.0,0.0,4023566.878980892,5769426.751592357,5882802.5477707,6314012.738853503,4338216.560509554,8666878.98089172,6314012.738853503,5497452.229299363,9780891.719745222,3149681.52866242,2639490.445859873,4957324.840764331,18443312.10191083,10764968.15286624,21359235.66878981,21592993.63057325,13404458.59872611,26316560.50955414,206252866.2420382,211161146.4968153,223587261.1464968,202573885.3503185,208098089.1719745,220378343.9490446,2356050.955414013,2195541.401273885,2343949.044585987,3678980.891719745,3063057.324840764,3208917.197452229
241,390,0.0,0.0,0.0,22159235.66878981,28110191.08280255,25308917.19745223,27311464.96815287,35416560.50955414,32792993.63057325,17559235.66878981,30550955.41401274,46719108.28025477,52291719.74522293,85542675.15923567,114849044.5859873,5095.541401273885,5095.541401273885,5095.541401273885,23247133.75796178,29352866.24203822,34265605.0955414,0.0,5089171.974522293,6436305.732484076,0.0,5089171.974522293,6436305.732484076,0.0,0.0,0.0,56356050.95541401,86517197.45222929,106940127.388535,56356050.95541401,86517197.45222929,106940127.388535,66814649.68152866,146904458.5987261,206498726.1146497,63009554.14012738,139272611.4649681,199394904.4585987,3637579.617834395,7631847.133757962,6140764.33121019,3805095.541401274,7631847.133757962,7103821.656050955
242,391,0.0,0.0,0.0,0.0,117564968.1528662,146106369.4267516,0.0,118003184.7133758,146317834.3949045,0.0,75693630.5732484,89571974.52229299,0.0,251725477.7070064,295944585.9872611,0.0,14012738.85350318,38216560.50955414,0.0,73427388.53503184,110315286.6242038,0.0,51916560.50955414,2915923.566878981,0.0,130107006.3694267,90065605.0955414,0.0,49374522.29299363,119107643.3121019,0.0,114429936.3057325,122773248.4076433,0.0,166194267.5159236,241880891.7197452,0.0,935126114.6496814,862524840.7643312,0.0,686750318.4713376,671357961.7834395,0.0,16340764.33121019,15330573.24840764,0.0,11724840.76433121,19438853.50318471
243,392,25988535.03184713,22833121.01910828,19677707.00636943,43062420.3821656,51517197.4522293,57533121.01910828,70817834.39490445,75717834.39490445,78611464.96815287,105177070.0636943,118803821.656051,123271337.5796178,265952866.2420382,281709554.1401274,293158598.7261146,4970700.636942675,4970700.636942675,4970700.636942675,67456687.89808917,68547770.70063694,93205732.48407644,15923566.87898089,188057324.8407643,0.0,19967515.92356688,192317834.3949045,1595541.401273885,157165605.0955414,0.0,206719745.2229299,92180891.71974522,96561783.43949044,70249044.58598725,249346496.8152866,96561783.43949044,276968789.8089172,992889808.9171976,1053743312.101911,1141091719.745223,925418471.3375796,964547133.7579618,1020819745.22293,3919745.222929936,7796815.286624203,26091719.74522293,23124840.76433121,41641401.27388535,57919108.28025477
244,400,47133.75796178343,45222.92993630573,40127.38853503185,903749044.5859872,935519745.22293,1091626751.592357,905394904.4585989,937630573.2484076,1104475159.235669,103470063.6942675,211327388.5350318,107406369.4267516,473464331.2101911,1069661146.496815,1336152866.242038,86273885.35031846,86273885.35031846,86273885.35031846,492196815.2866242,534230573.2484076,576018471.3375796,388006369.4267516,501631847.1337579,657763694.2675159,393756687.8980892,508456050.955414,733590445.8598726,0.0,0.0,0.0,436756687.8980892,920587261.1464968,1055854777.070064,492905732.4840764,964605095.5414011,1131019108.280255,1908198726.11465,2133464968.152866,2261407006.369427,1765809554.140127,1898900636.942675,1994111464.968153,44770700.63694267,53254777.0700637,53289808.91719745,48572611.46496815,83909554.14012739,114927388.5350318
245,401,636.9426751592356,636.9426751592356,636.9426751592356,31950955.41401274,274359235.6687898,470348407.6433121,93644585.98726116,336388535.0318471,484185350.3184713,986992356.687898,1275349681.528662,5393995541.401274,1401683439.490446,2346464331.210191,6905472611.464968,1873885.350318471,1873885.350318471,1873885.350318471,180832484.0764331,345388535.0318471,381092993.6305732,222852866.2420382,0.0,122615286.6242038,224905095.5414013,72585350.31847133,383616560.5095541,0.0,268544585.9872611,127944585.9872611,1089589808.917197,1863537579.617834,6436675159.235668,1089589808.917197,2264878980.89172,6624948407.643312,4944845859.872611,1659582802.547771,3886661146.496815,4616779617.834394,1332300636.942675,3336728025.477707,15761783.43949044,14107643.31210191,62700000.0,149737579.6178344,114497452.2292994,431875796.178344
246,402,0.0,0.0,0.0,428025.4777070063,1500636.942675159,584713.3757961784,428025.4777070063,1500636.942675159,584713.3757961784,14731210.1910828,13845859.87261146,10638853.50318471,27863057.32484076,26180891.71974522,25496178.34394904,6369.426751592357,0.0,0.0,17601273.88535032,17824203.82165605,18113375.79617834,0.0,0.0,0.0,0.0,0.0,0.0,3828025.477707006,2414012.738853503,2305732.484076433,6861783.439490446,7443312.101910828,5661783.439490446,10689808.91719745,9857324.84076433,7967515.923566879,87054140.12738854,109735031.8471338,93543949.044586,77249044.58598725,109194904.4585987,92880891.71974522,229299.3630573248,303821.6560509554,352866.2420382166,1227388.535031847,540127.3885350318,663057.3248407643
247,403,0.0,131847.1337579618,118471.3375796178,4004458.598726115,2352229.299363057,15385987.2611465,4004458.598726115,2484076.433121019,15504458.59872611,25152229.29936306,10179617.8343949,10814012.7388535,50960509.55414013,48624203.82165605,42987898.08917198,6369.426751592357,6369.426751592357,6369.426751592357,15517834.39490446,13916560.50955414,15915923.56687898,34220382.16560509,34220382.16560509,37723566.87898089,34220382.16560509,34220382.16560509,37723566.87898089,1401273.885350318,1710828.025477707,775796.178343949,3824840.76433121,1260509.554140127,4077070.063694268,5226114.649681528,2971337.579617834,4852866.242038216,190612101.910828,231209554.1401274,269291719.7452229,188507643.3121019,229678980.8917197,256682165.6050955,1463057.324840764,1435031.847133758,2576433.121019108,2104458.598726115,1530573.248407643,2803184.713375796
248,404,0.0,0.0,0.0,164274522.2929936,173773248.4076433,239901910.8280255,165312738.8535032,174417834.3949045,242264968.1528662,404478980.8917198,683306369.4267516,809415286.6242038,596298726.1146497,957694267.5159236,1121878343.949044,640127.3885350318,640127.3885350318,640127.3885350318,158095541.4012739,181060509.5541401,191190445.8598726,35123566.87898089,0.0,0.0,35148407.6433121,33121.01910828026,9554.140127388537,274875796.178344,367889808.9171975,426449681.5286624,291779617.8343949,579277707.0063694,739839490.4458598,568367515.9235668,951018471.3375796,1172943312.101911,2499085987.261147,3977550318.471337,3279749681.528662,2098298089.171974,3549466242.038217,2956620382.165605,143604458.5987261,193523566.8789809,120715286.6242038,178568789.8089172,200704458.5987261,133868789.8089172
249,406,0.0,0.0,0.0,15909554.14012739,17950955.41401274,20202547.77070064,15909554.14012739,17950955.41401274,20202547.77070064,12279617.8343949,25744585.98726115,7826114.649681528,143000000.0,187008280.2547771,204594267.5159236,0.0,0.0,6369.426751592357,72794904.45859872,93300636.94267516,129373885.3503185,22877070.06369427,28928025.47770701,28991719.74522293,22895541.40127388,28942675.15923567,29017197.4522293,12543312.10191083,10671337.57961783,12381528.66242038,50675796.17834394,72044585.98726115,54023566.87898089,63219108.28025477,82715923.56687897,66405095.54140127,436378343.9490446,485587898.0891719,552895541.4012738,404516560.5095541,459031210.1910828,476771974.522293,32282802.5477707,25657961.78343949,44629299.36305732,31861783.43949044,26556687.89808917,45850955.41401274
250,409,0.0,0.0,0.0,42871974.52229299,55128025.47770701,60560509.55414013,42871974.52229299,55128025.47770701,60560509.55414013,125924203.821656,103480254.7770701,119266242.0382166,172728662.4203822,216926751.5923567,212471974.522293,1592356.687898089,1592356.687898089,1592356.687898089,70478980.89171974,89243312.10191083,157464331.2101911,6369426.751592357,5095541.401273885,0.0,6369426.751592357,5095541.401273885,0.0,9554140.127388537,0.0,0.0,129198089.1719745,177715286.6242038,115568152.866242,138752229.299363,177715286.6242038,115568152.866242,288425477.7070063,586021656.0509554,606450955.4140127,294444585.9872611,557994904.4585987,520421019.1082802,10151592.3566879,23797452.22929936,97973248.4076433,-6019108.280254777,28026751.59235669,86029936.30573247
251,410,0.0,0.0,0.0,1004458.598726115,2275159.23566879,1501273.885350318,1202547.770700637,2332484.076433121,1501273.885350318,1343312.101910828,2110828.025477707,2714012.738853503,10140127.38853503,9712101.910828026,10731847.13375796,6369.426751592357,6369.426751592357,6369.426751592357,9399363.05732484,10493630.57324841,11059235.66878981,0.0,354140.127388535,0.0,28662.4203821656,383439.4904458598,12101.91082802548,0.0,0.0,828025.4777070064,1914649.681528662,1167515.923566879,333757.9617834395,1914649.681528662,1167515.923566879,1161783.439490446,37263694.26751592,44401273.88535032,39541401.27388535,29027388.53503185,35878343.94904459,31012738.85350318,1205095.541401274,1398089.171974522,1513375.796178344,1297452.229299363,1430573.248407643,1587898.089171974
252,412,69880254.77707006,34889808.91719745,39961146.49681529,1290027388.535032,1350303821.656051,1522063694.267516,2620487898.089172,2195111464.968153,2507298726.11465,3414349044.585987,5255055414.012738,6791634394.904458,6180197452.2293,8246504458.598725,11212429936.30573,544114012.7388535,544114012.7388535,544114012.7388535,2109090445.859873,1549431847.133758,2040918471.337579,0.0,0.0,0.0,771433121.0191083,194924840.7643312,1523977707.006369,0.0,0.0,0.0,5352926114.649681,8150181528.66242,9364028662.420382,5920161783.43949,8697259235.668789,10154832484.07643,3864552229.299363,3302349044.585987,4208788535.031847,2314185350.318471,2222005095.541401,3171461146.496815,1176010191.082803,488068789.8089172,604240127.388535,1263429936.305732,781175796.1783439,710263694.2675159
253,413,403184.7133757962,412738.8535031847,370063.6942675159,370163694.2675159,3448556050.955414,883425477.7070063,2263877707.006369,6395975159.235668,2526487261.146497,19766760509.55414,18527737579.61783,24273637579.61783,28115325477.707,27533542675.15923,35624659872.61147,1821656.050955414,1821656.050955414,1821656.050955414,2710355414.012739,1563171337.579618,2668912738.853503,6489552229.299363,2834394904.458599,1315210828.025478,7882328025.477707,5366440127.388535,1849743949.044586,1724489808.917197,7202791082.802547,9310786624.20382,17792554777.07006,19432373248.40764,23865132484.07643,19786519745.22293,26999906369.42675,33632490445.85987,24012230573.24841,30335403821.65605,33794053503.18471,22801174522.29299,27779034394.90446,32772647133.75796,253347770.7006369,29175159.23566879,31230573.24840764,185873248.4076433,1332492356.687898,-172945222.9299363
254,414,243321656.0509554,234155414.0127389,0.0,6028128662.420382,6061486624.203821,0.0,7766191719.745223,9157288535.031849,0.0,10380640127.38853,11169992993.63057,0.0,19413509554.14013,23455703821.65605,0.0,3754641401.273885,3927243949.044586,0.0,13086547133.75796,14515545859.87261,0.0,239057324.8407643,0.0,0.0,4893165605.095541,8201137579.617834,0.0,320731847.1337579,2078101273.88535,0.0,8180219745.22293,6938933757.961783,0.0,9199988535.031849,9896308917.197453,0.0,14108797452.2293,14192429936.30573,0.0,10756535668.78981,9897873885.35032,0.0,2773022292.99363,3331700000.0,0.0,2837064968.152866,3760803821.656051,0.0
255,415,0.0,0.0,0.0,1994904.458598726,1301910.828025478,950318.4713375797,3985350.318471337,3315286.624203822,2780891.719745223,137652229.299363,123393630.5732484,137345222.9299363,196394267.5159236,214481528.6624204,249828025.477707,6369.426751592357,6369.426751592357,6369.426751592357,167546496.8152866,167044585.9872611,196059235.6687898,0.0,0.0,0.0,52866.24203821656,789808.9171974522,176433.1210191083,1311464.968152866,0.0,0.0,30033121.01910828,48651592.3566879,54072611.46496815,32780254.77707006,49962420.3821656,56373248.40764331,1299798089.171974,1565587898.089172,1261279617.834395,1188583439.490446,1440875796.178344,1129417834.394904,40343949.04458599,25433757.96178344,51273885.35031847,35568789.80891719,38513375.79617834,53720382.16560509
256,418,0.0,0.0,0.0,4704458.598726114,4152866.242038216,4524203.821656051,4704458.598726114,4152866.242038216,4524203.821656051,6650318.471337579,4400636.942675159,1617197.452229299,13329936.30573248,15615923.56687898,14173248.40764331,0.0,0.0,0.0,6058598.726114649,6694904.458598725,7515923.566878981,2095541.401273885,2719745.222929936,4291719.74522293,2095541.401273885,2719745.222929936,4291719.74522293,0.0,1259235.668789809,15923.56687898089,9880254.777070064,9094904.458598724,6714649.681528662,9880254.777070064,10354140.12738854,6889808.917197452,73888535.03184713,68049681.52866241,49473885.35031847,72420382.1656051,66521019.10828025,49340764.33121019,1057324.840764331,867515.9235668789,1062420.382165605,1468152.866242038,1528662.420382166,133121.0191082802
257,420,0.0,0.0,0.0,5708280.25477707,5224203.821656051,4382165.605095541,5708280.25477707,5224203.821656051,4382165.605095541,15512738.85350318,10389808.91719745,16227388.53503185,47429936.30573248,49209554.14012738,65066242.03821656,6369.426751592357,6369.426751592357,6369.426751592357,4653503.184713376,5017197.4522293,5590445.859872611,6456050.955414012,9886624.203821655,12504458.59872611,6456050.955414012,9886624.203821655,12504458.59872611,0.0,1266242.03821656,0.0,42028662.42038216,38263694.26751592,51353503.18471337,42028662.42038216,39529936.30573248,51353503.18471337,84594904.45859872,84704458.59872611,93242038.21656051,71649681.52866241,70522929.93630573,79735031.84713376,942675.1592356688,558598.7261146497,836305.7324840764,2110828.025477707,2919745.222929936,2086624.203821656
258,421,3821.656050955414,3184.713375796178,2547.770700636942,1378980.891719745,2649044.585987261,2283439.49044586,2195541.401273885,3859872.611464968,3015923.566878981,137837579.6178344,136022292.9936306,140727388.5350319,161489171.9745223,159751592.3566879,156536942.6751592,5095.541401273885,5095.541401273885,5095.541401273885,152221656.0509554,149233121.0191083,149833757.9617834,0.0,0.0,0.0,31210.19108280255,75796.17834394904,75159.2356687898,0.0,0.0,0.0,8417834.394904459,11282165.60509554,6756687.898089171,11431847.13375796,14302547.77070064,9643949.044585986,210206369.4267516,205065605.0955414,194715923.566879,194562420.3821656,190675159.2356688,180328025.477707,16602547.77070064,12950318.47133758,13610191.08280255,14461146.49681529,13139490.44585987,13386624.20382166
259,423,0.0,0.0,0.0,1106505095.541401,1271776433.121019,1205245859.872612,1162870700.636943,1330391082.802548,1215504458.598726,158064968.1528662,200320382.1656051,87363057.32484075,604563057.3248408,701388535.0318471,901059235.6687896,636942675.1592356,636942675.1592356,636942675.1592356,1063215286.624204,1374294267.515924,1315837579.617834,660761146.4968152,599205095.5414013,750873248.4076433,662335031.8471338,601152866.2420382,751090445.8598726,0.0,0.0,0.0,40699363.05732484,50659872.61146497,43963694.26751592,41883439.49044586,56332484.07643312,49635031.84713376,447185987.2611465,662695541.4012738,581123566.8789809,450112101.910828,666805095.5414013,575047133.7579618,-52529299.36305732,-20095541.40127388,-222021656.0509554,-8520382.165605094,-18568789.8089172,-9158598.72611465
260,424,0.0,0.0,0.0,2039011464.968153,2686367515.923567,2416991719.745223,2039166878.980892,2686650318.471337,2418266242.038217,1091204458.598726,3898138853.503185,2817606369.426752,1494586624.203822,4845805095.541401,3555416560.509554,636942.6751592356,326114649.6815286,326114649.6815286,750396178.343949,717987898.089172,868582802.5477706,399117197.4522293,2115952866.242038,750580891.7197452,474429299.3630573,2183626114.649682,803908917.1974522,114649.6815286624,517666878.9808917,447002547.7707006,2308813375.796178,4113174522.292994,3854188535.031847,2308928025.477707,4630841401.273885,4301191082.802547,7212398726.11465,13162663057.32484,14503341401.27389,7047499363.057324,13040614649.68153,13850901273.88535,159492356.6878981,186423566.8789809,197578343.9490446,116724203.821656,58212101.91082802,591966242.0382166
261,427,0.0,0.0,0.0,84194267.51592356,173532484.0764331,156556687.8980892,128510828.0254777,236110191.0828025,190944585.9872611,61074522.29299363,39405732.48407643,41754777.0700637,114131210.1910828,97216560.50955412,129149044.5859873,17673885.35031847,17673885.35031847,17673885.35031847,58282165.60509554,70273248.4076433,69864331.21019109,117219745.2229299,182507643.3121019,143777070.0636943,121543312.1019108,188460509.5541401,149550318.4713376,394904.4585987261,2215286.624203822,17294904.45859873,57980891.71974522,67164968.15286624,78262420.3821656,62816560.50955414,74592993.63057324,100678980.8917197,348171337.5796178,355615286.6242038,376805095.5414013,246919108.2802548,245738216.5605095,290026114.6496815,9619108.280254778,19264331.21019108,7464331.210191082,30229299.36305732,38355414.01273885,18603821.65605095
262,430,0.0,0.0,0.0,68462420.3821656,97258598.72611465,97573248.4076433,76215923.56687897,105021019.1082803,105607643.3121019,55642038.21656051,106110828.0254777,118647133.7579618,180317197.4522293,438640764.3312102,618533121.0191083,1239490.445859873,1239490.445859873,1239490.445859873,68533757.96178344,77316560.50955413,81016560.50955413,0.0,0.0,0.0,14925477.70700637,18430573.24840764,24334394.9044586,81040764.33121018,115438853.5031847,174959872.6114649,92033121.01910828,332475796.178344,443829936.3057325,173073885.3503185,447914649.6815286,618789808.9171975,560519745.22293,641226114.6496814,713528662.4203821,558733757.9617834,608050318.4713376,711415923.5668789,1064968.152866242,11450955.41401274,5895541.401273885,1782165.605095541,33174522.29299363,2106369.426751592
263,431,0.0,0.0,0.0,9644585.987261146,14374522.29299363,25728025.47770701,9644585.987261146,14374522.29299363,25728025.47770701,37157961.78343949,16474522.29299363,40886624.20382165,62306369.42675159,39356050.95541401,112014012.7388535,127388.5350318471,127388.5350318471,127388.5350318471,13036942.67515923,20546496.81528663,35444585.98726115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843949.0445859872,58914012.7388535,33184076.43312102,101453503.1847134,58914012.7388535,33184076.43312102,102297452.2292994,347662420.3821656,284724840.7643312,453022929.9363057,292129936.3057325,210133757.9617834,317771337.5796178,7909554.140127388,9474522.29299363,18552229.29936306,7385350.318471338,6284076.433121019,21535668.78980892
264,432,408917.1974522293,964331.2101910828,1145222.929936306,29454777.07006369,30658598.72611465,37532484.07643312,31434394.9044586,33214012.7388535,44701273.88535032,13773248.40764331,206367515.9235669,219294904.4585987,95806369.42675158,291778343.9490446,377575159.2356688,6369.426751592357,6369.426751592357,6369.426751592357,36856050.95541401,58705095.54140127,70371974.52229299,32715286.62420382,0.0,114649681.5286624,32715286.62420382,0.0,123555414.0127389,7200000.0,139678980.8917197,9937579.617834397,33281528.66242038,62456687.89808917,140401910.8280255,57669426.75159235,266287261.1464968,228349044.5859872,356184713.3757961,436889171.9745223,778512738.8535031,289045859.8726115,350679617.8343949,614664331.210191,30649044.58598726,32117197.4522293,33879617.8343949,41468152.86624204,47750318.47133758,30607006.36942675
265,433,0.0,0.0,0.0,10204458.59872611,4310191.082802547,13858598.72611465,10204458.59872611,4310191.082802547,13858598.72611465,430553503.1847134,520435031.8471338,877359235.6687897,818759235.6687897,854673248.4076433,1178007643.312102,63694.26751592357,63694.26751592357,63694.26751592357,141087898.089172,192496815.2866242,569685350.3184713,0.0,3184713.375796178,0.0,0.0,3184713.375796178,0.0,112101.9108280255,132484.076433121,150318.4713375796,687763694.2675159,663169426.7515923,622030573.2484076,687876433.1210191,663301910.8280255,622180891.7197452,973982165.6050956,1622625477.707006,2494428025.477707,817647770.7006369,1463855414.012739,2068369426.751592,103552866.2420382,145181528.6624204,321475796.178344,78468152.86624204,62561146.49681529,250552866.2420382
266,434,0.0,0.0,0.0,348188535.0318471,351785987.2611465,530668789.8089172,408298726.1146497,448824840.7643312,578085987.2611464,30914649.68152866,36473248.40764331,69199363.05732484,214168789.8089172,271073885.3503184,228242675.1592357,3821656.050955414,3821656.050955414,3821656.050955414,592352229.299363,639501910.8280255,742791082.8025477,0.0,0.0,0.0,4349044.585987261,5354777.070063694,6916560.50955414,0.0,0.0,12949681.52866242,23675796.17834395,71707643.3121019,39005095.54140127,25766242.03821656,75042038.21656051,56621019.10828025,184908280.2547771,345943312.1019108,556728025.477707,171492356.6878981,266992993.6305732,393552866.2420382,-15835668.78980892,58270063.69426751,131872611.4649681,-7500000.0,51329936.30573248,135323566.8789809
267,437,0.0,0.0,0.0,1798089.171974522,1194904.458598726,600636.9426751592,1798089.171974522,1194904.458598726,603184.7133757961,9436942.675159236,19496815.2866242,13796178.34394904,106530573.2484076,140750955.4140127,142495541.4012739,191082.8025477707,191082.8025477707,191082.8025477707,24166878.98089172,51470063.69426751,62761146.49681529,0.0,0.0,0.0,1273.885350318471,384076.4331210191,384076.4331210191,17197452.22929936,17197452.22929936,19007006.36942675,66963057.32484076,72894267.51592356,60945859.87261146,84160509.55414012,90091719.74522293,79952866.24203822,383545222.9299363,249042675.1592357,251659872.6114649,363792356.6878981,231812101.910828,227812101.910828,4763694.267515924,6270700.636942675,4479617.834394904,5603184.713375796,7512101.910828025,6071974.522292993
268,438,0.0,0.0,0.0,2580254.777070064,3252229.299363057,2355414.012738853,2580254.777070064,3252229.299363057,2355414.012738853,19510828.02547771,14159235.66878981,16971974.52229299,45301273.88535032,50489171.97452229,68251592.35668789,0.0,0.0,0.0,6681528.662420382,10440127.38853503,22301273.88535032,0.0,3915286.624203822,2999363.057324841,1902547.770700637,4944585.987261146,3008917.197452229,7006.369426751592,127388.5350318471,127388.5350318471,39290445.85987261,38229299.36305732,45169426.75159235,39297452.22929936,38356687.89808917,45296815.2866242,61829936.30573248,67768789.8089172,55969426.75159235,59045859.87261146,63231210.1910828,47702547.77070063,6410828.025477706,4280891.719745222,12084713.37579618,2784076.433121019,4537579.617834395,8266878.980891719
269,439,0.0,0.0,0.0,20988535.03184713,20627388.53503185,22909554.14012739,21117834.39490446,20641401.27388535,22970700.63694267,11798089.17197452,36623566.87898089,73801273.88535032,52945859.87261146,105187261.1464968,200122292.9936306,0.0,0.0,0.0,13768152.86624204,29114649.68152866,35038216.56050956,49864968.15286624,72907643.3121019,141622929.9363057,53217197.4522293,77001273.88535032,151704458.5987261,39490.44585987261,3821.656050955414,3821.656050955414,6246496.815286624,19708917.19745223,36347133.75796178,7078980.891719745,19712738.85350318,36350955.41401274,148080254.77707,300383439.4904459,565964968.1528662,143600000.0,295153503.1847134,562965605.0955414,560509.5541401274,2563694.267515923,3163057.324840764,4480254.777070063,5229936.305732484,2999363.057324841
270,441,973252229.299363,950007006.3694268,879399363.0573248,42379438853.50318,44297929936.30573,40409223566.87898,59943473885.35032,64298161146.49681,63079342038.21656,10749680891.71975,17667301910.82803,34325700000.0,17499752866.24204,24070631210.19108,40260000000.0,9968789.808917196,2557714012.738853,10170063.69426752,63333936942.67516,75810287261.1465,94951121019.10828,1808199363.057325,1808199363.057325,0.0,3508540764.33121,3747116560.509554,2388113375.796178,1031031847.133758,0.0,1808199363.057325,4063038853.503184,3488101910.828025,3655468152.866242,10600749044.58599,8811389171.974522,6000107643.312101,4580054777.070064,23754436305.73248,38126110191.0828,4447282802.547771,11138414649.68153,12583184076.43312,-3781729299.363057,10088655414.01274,19492629936.30573,-1684928662.420382,10305743949.04459,21984331847.13376
271,444,0.0,0.0,1352229.299363057,168400000.0,195090445.8598726,170411464.9681529,184560509.5541401,211975159.2356688,197343949.044586,80597452.22929937,25329936.30573248,60203821.65605095,205274522.2929936,267649681.5286624,276321019.1082802,3375796.178343949,3375796.178343949,3375796.178343949,-38504458.59872612,-31909554.14012739,-96717197.45222928,270201273.8853503,439451592.3566879,483942038.2165605,270366878.9808917,440216560.5095541,484284713.3757961,3385987.261146497,647770.7006369426,598089.1719745223,146349044.5859873,60671337.57961784,76733757.96178344,157972611.4649681,71317834.39490445,86097452.22929937,242026751.5923567,517528662.4203821,719210191.0828025,225459235.6687898,420111464.9681528,491021019.1082802,-101081528.6624204,11912101.91082802,-74436942.67515923,-49205095.54140127,-26434394.9044586,55678343.94904459
